METHODOLOGY;ALGORITHM;FORMULA;PNAME;PDESC;UNIT;RSTART;REND;STEP;DVALUE;TYPE;TYPE2;SORTA;SORTM;CONT
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;TopologySettings.MakePreClastering;Make pre-clasterisation of objects based on administrative region;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;TopologySettings.MaxClastersNumber;Maximum possible clasters number in the network (for the pre-clasterisation process);records;0.0000000;1000.0000000;1.0000000;400.0000000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;TopologySettings.MaxItemsPerClaster;Maximum possible records per claster;records;0.0000000;100.0000000;1.0000000;50.0000000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;TopologySettings.MakeClastering;Make network clasterisation if there are more than two nodes connected to the fiber;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;TopologySettings.RemoveInterclasterLinks;Remove interclaster links;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.TopographyCoeff;Road length deviation coefficient (relation of the road length to line of sight distance);coeff;0.0000000;1.0000000;0.0100000;0.0200000;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.HorDrillCoeff;Coefficient of extra FOCL sections length of horizontal directional drilling, located at the crossings of roads;coeff;0.0000000;0.1000000;0.0050000;0.0100000;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CableDuctCoeff;Coefficient of FOCL sections length requiring the construction of cable ducts;coeff;0.0000000;1.0000000;0.0100000;0.1000000;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CableLayingMachineCoeff;Coefficient of FOCL sections length requiring cable-laying machine;coeff;0.0000000;1.0000000;0.0100000;0.9000000;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.NumberOfManholesPerKM;Number of cable manholes per one kilometer;manholes;0.0000000;100.0000000;0.1000000;2.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.NumberOfCableCouplingsPerKM;Number of cable couplings per one kilometer;couplings;0.0000000;50.0000000;0.1000000;0.50;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.MarginCoeff;Coefficient of extra FOCL lenth taking into account the margin for laying and unpacking the cable;coeff;0;0.2;0.01;0.10;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.DesignCoeff;Coefficient of design cost work from the overall cost of FOCL;coeff;0;0.5;0.01;0.05;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialData.UseFOCL;Use FOCL for optimisation;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialData.UseRTS;Use RTS for optimisation;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialData.UseSatellite;Use Satellite for optimisation;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialData.UseCellular;Use Cellular for optimisation;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialData.UseNPV;Use NPV for find the best technology;logical;0.0000000;1.0000000;1.0000000;1.0000000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.LaborCostNormGeo;Labor cost norms for geodetic work along FOCL route between localities (communities);hour/km;0;1000;1;20;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormGeo;Cost norms for  geodetic work along object route;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormFOCLinst;Cost of one km FOCL installation;currency unit/km;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.LaborCostNormHDD;Labor cost norms for roads crossings construction by horizontal directional drilling;hour/km;0;1000;1;20;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormHDD;Cost norms for roads crossings construction by horizontal directional drilling;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;Intermediate.FOCLSectionLengthCD;The average FOCL sections length requiring the construction of cable ducts;km;0;1000;1;20;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.LaborCostNormCDC;Labor cost norms for cable duct construction;hour/km;0;1000;1;20;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormCDC;Cost norms for cable duct construction;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormMaterialsCD;Cost of basic materials for one km cable duct (pipe) construction;currency unit/km;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;Intermediate.FOCLSectionLengthCLM;The average FOCL sections length requiring cable-laying machine;km;0;1000;1;20;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.LaborCostNormLC;Labor cost norms for FOCL laying by cable layer ;hour/km;0;1000;1;20;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormLC;Cost norms for FOCL laying by cable layer;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormMaterialsCMh;Cost of basic materials for one km cable manhole;current unit/unit;0;10000;10;200;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.LaborCostNormCMh;Labor cost norms for cable manhole construction including FOC installation;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormCMh;Cost norms for cable manhole construction;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormCC1km;Cost of cable coupling;current unit/unit;0;10000;10;200;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.LaborCostNormCCI;Labor cost norms for cable couplings installation;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormCCI;Cost norms for cable couplings installation;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.LaborCostNormST;Labor cost norms for signaling test along the route ;hour/km;0;1000;1;20;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormST;Cost norms for signaling test along the route;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.LaborCostNormTS;Labor cost norms for technical specifications design;hours;0;100;1;10;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormTS;Cost norms for technical specifications design;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.LaborCostNormSC;Labor cost norms for design solutions coordination;hours;0;100;1;10;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormSC;Cost norms for design solutions coordination;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostMatCableGlands;Cost of ODF including materials for the organization of cable glands;currency unit per piece;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostTramsEquipment;Cost of data transmission equipment for organizing L2 channel;currency unit/unit;0;1000;10;179;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.LaborCostNormODF;Labor cost norms ODF installation, including materials for the organization of cable glands;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormODFinst;Cost norms ODF installation, including   organization of cable glands;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.AnnualLaborNormFOCLm;Typical annual labor cost for FOCL maintenance along route ;hour/km;0;1000;1;20;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormFOCLm;Typical cost for FOCL maintenance;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.AnnualLaborNormCDm;Typical annual labor cost for cable duct maintenance;hour/km;0;1000;1;20;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormCDm;Typical cost for cable duct maintenance;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.NumberBEF;Number of building entrance facilities;unit (pcs);1;10;1;2;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.AnnualLaborNormBEFm;Typical annual labor cost for maintenance of building entrance facilities ;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormBEFm;Typical cost for maintenance of building entrance facilities ;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.NumberODF;Number of Fiber optic patch panels  (ODF);unit (pcs);1;10;1;2;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.AnnualLaborNormODFm;Typical annual labor cost for ODF maintenance;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.CostNormODFm;Typical cost for ODF maintenance;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.ReliefCoef;Evolution coefficient of retransmission path length depending on the relief ;-;0;1;0.1;0.6;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.RetransmissionLength;Retransmission path length by selected technology;km;0;1000;1;15;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.RTSDevicesCost;Internal RTS devices subassembly cost ;currency unit/unit;0;10000;100;1000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.NumberOfTerminals;Number of terminal RTS by selected technology;unit;0;10;1;2;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.AFDCost;Internal RTS antenna feeder devices subassembly cost;currency unit/unit;0;10000;100;1000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.PylonCost;Main material cost for one RTS pylon construction ;currency unit/unit;0;10000;100;1000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.GeoPylonCost;Cost norms for geodetic work at RTS pylon location;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.LaborNormsGeoPylon;Labor cost norms for geodetic work at RTS pylon location ;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.PylonConstractionCost;Cost norms for one pylon construction of RTS antenna feeder devices;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.LaborNormsPylon;Labor cost norms for pylon construction of RTS antenna feeder devices;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.CostNormsAFD;Cost norms for antenna feeder devices installation and commissioning for one RTS;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.LaborNormsAFDinst;Labor cost norms for antenna feeder devices installation and commissioning ;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.CostAFDinst;Cost norms for internal devices installation and commissioning for one RTS;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.LaborNormsInternalRTS;Labor cost norms for internal RTS devices installation and commissioning ;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.CostDesing;Cost norms for design solutions coordination on one RTS construction;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.LaborNormsDesign;Labor cost norms for design solutions coordination on RTS construction;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.CostOfSpectrumLicence;Cost of spectrum license for whole RTS;currency unit;0;100000;10;0.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.BandwidthToFrequencyCoeff;Coefficient of conversion required bandwidth of RTS channel to the width of frequency channel required to its implementation considering frequency band, modulation used, estimated power of transmitter, sensitivity of receiver etc. (allows to convert Mbps of throughput to MHz of frequency channel);coeff;0;1;0.01;0.20;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.BasicSpectrumFee;Basic unit spectrum fee for 1MHz band that paid once (in the process of RTS commissioning);currency unit;0;100000;10;1000.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.AnnualSpectrumFee;Annual unit spectrum fee for 1MHz band that paid every year for the spectrum;currency unit/year;0;100000;10;1000.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.AnnualLaborPylon;Typical annual labor cost for RTS pylon maintenance;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.CostLaborPylonm;Typical cost for one RTS pylon maintenance;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.NumberOfTerminals;Number of terminal RTS by selected technology;unit;0;10;1;2;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.AnnualLaborAFD;Typical annual labor cost for antenna feeder devices maintenance ;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.CostLaborAFDm;Typical cost for antenna feeder devices maintenance for one RTS ;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.AnnualLaborRTS;Typical annual labor cost for internal RTS devices maintenance;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.CostLaborRTSm;Typical cost for internal RTS devices maintenance;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRadio.DesignCoeff;Coefficient of design cost work from the overall cost of RTS;coeff;0;0.5;0.01;0.05;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;PVOptionSet.ProfitTax;Corporate tax rate;%;0;100;1;17;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;AccessTechnologyOptionSet.AvrLifeTimeOfEqAndMat;Average lifetime of the equipment and materials;year;1;50;1;5;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;PVOptionSet.DiscountRate;Discount Rate;%;1;100;1;11;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;PVOptionSet.PaybackPeriod;Period of Investment Payback;year;1;50;1;2;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.ChannelCapacity;Communication channel capacity per single fiber;Mbit/s;0;10000;1;1000.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.TotalFibersInTheCable;Total fibers in the fiber-optical cable line;fibers;0;24;1;8.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.TotalNumberOfCablesInDuct;Total number of cables in cable ducts;cables;0;10;1;5.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.RentalCostForFibers;Rental cost for fibers;currency unit per km of fiber per year;0;1000;1;100.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.RentalCostForDuct;Rental cost for cable duct;currency unit per km of cable in duct per year;0;1000;1;100.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.DemandForFibers;Demand for fibers (as part of available capacity);coeff;0;1;0.01;0.10;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.DemandForDuct;Demand for cable duct (as part of available capacity);coeff;0;1;0.01;0.10;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.ChannelCapacity;Communication channel capacity per single fiber;Mbit/s;0;10000;1;1000.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataRTS.ChannelCapacity;Communication channel capacity per one microwave link;Mbit/s;0;10000;1;1000.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.AnnualRentChannelCost;Annual rent cost of 1 Mbit/s channel per km (without Internet);currency unit/year;0;100;0.01;0.01;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_1;InitialDataFOCL.DemandForChannel;Demand for extra bandwidth (as part of available capacity);coeff;0;1;0.01;0.20;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;Files.ListOfObjects;Filename with list of objects and their coordinates and required bandwidth ;filename;0.0000000;100.0000000;1.0000000;coordinates.csv;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;Files.NPVMatrix;Filename with matrix of NPV between objects;filename;0.0000000;100.0000000;1.0000000;npv.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataSatelite.ChannelCapacity;Communication channel capacity per single satellite Internet channel;Mbps;0;100;1;5;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataSatelite.CostOfOneVSAT;Cost of VSAT set;currency unit/unit;0;10000;100;1000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataSatelite.CostOfOneVSATmat;Cost of basic materials for VSAT installation;currency unit/unit;0;10000;100;1000;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataSatelite.CostOfInstallVSAT;Typical cost of installation and configuration of one VSAT set;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataSatelite.LaborOfInstallVSAT;Labor cost for installation and configuration of VSAT sets;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataSatelite.AnnualLaborOfServiceVSAT;Typical annual labor costs for the service of antenna-feeder devices;hour/unit;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataSatelite.CostOfServiceVSAT;Typical cost of one VSAT set maintenance;currency unit/hour;0;1000;10;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataSatelite.AnnualRentBand;Annual rent cost of 1 Mbps channel ;currency unit/year;0;1000;1;100;ID;ID;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataSatelite.CostOfEqCoeff;Coefficient of equipment and materials cost that taken into account for design cost calculation ;coeff;0;1;0.01;0.40;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataSatelite.DesignCoeff;Coefficient of design cost work from the partial cost of VSAT sets and cost of installation;coeff;0;0.5;0.01;0.05;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataCellular.CostOfEqCoeff;Coefficient of equipment and materials cost that taken into account for design cost calculation ;coeff;0;1;0.01;0.40;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataCellular.DesignCoeff;Coefficient of design cost work from the partial cost of cellular sets and cost of installation;coeff;0;0.5;0.01;0.05;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataCellular.ChannelCapacity;Communication channel capacity per single cellular channel;Mbit/s;0;100;1;10.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataCellular.CostOfOneCellular;Cost of cellular set (3G/4G modem);currency unit/unit;0;1000;10;100.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataCellular.CostOfOneCellularmat;Cost of basic materials for cellular equipment installation;currency unit/unit;0;2000;10;10.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataCellular.CostOfInstallCellular;Typical cost of installation and configuration of one cellular set;currency unit/hour;0;20;0.1;5.20;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataCellular.LaborOfInstallCellular;Labor cost for installation and configuration of cellular sets;hour/unit;0;100;1;5.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataCellular.AnnualLaborOfServiceCellular;Typical annual labor costs for the service of antenna-feeder devices;hour/unit;0;1000;10;16.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataCellular.CostOfServiceCellular;Typical cost of one cellular set maintenance;currency unit/hour;0;20;0.1;5.20;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataCellular.AnnualRentBand;Annual rent cost of 1 Mbit/s cellular channel ;currency unit/year;0;100;1;20.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataFOCL.AnnualRentBand;Annual rent cost of 1 Mbit/s channel ;currency unit/year;0;100;1;1.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;InitialDataRadio.AnnualRentBand;Annual rent cost of 1 Mbit/s channel ;currency unit/year;0;100;1;1.00;ID;ID;;;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;PVOptionSet.DiscountRate;Discount Rate;%;1;100;1;11;IM;IM;1;1;
METHOD4;ALGORITHM4_2;FORMULA_4_2_2;PVOptionSet.PaybackPeriod;Period of Investment Payback;year;1;50;1;2;IM;IM;1;1;SLIDER
METHOD4;ALGORITHM4_3;ALL;;;;;;;;;;1;1;
METHOD4;ALGORITHM4_3;FORMULA_4_3_1;Files.NPVFilteredMatrix;Filename with filtered matrix of NPV between objects;filename;0.0000000;100.0000000;1.0000000;npv_f.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_4;ALL;;;;;;;;;;;;
METHOD4;ALGORITHM4_4;FORMULA_4_4_1;Files.ListOfObjects;Filename with list of objects and their coordinates;filename;0.0000000;100.0000000;1.0000000;coordinates.csv;ID;ID;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_1;TopologySettings.MaximumNodeNumber;Maximum number of nodes per cluster;nodes;0;10000;1;100;IM;IM;1;1;SLIDER
METHOD4;ALGORITHM4_4;FORMULA_4_4_1;TopologySettings.MaxRB;Maximum required summarized bandwidth for all objects in the cluster;Mbps;0.0000000;10000.0000000;1.0000000;1000.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_4;FORMULA_4_4_1;TopologySettings.MaxDist;Maximum distance between two objects in the cluster;meters;0.0000000;100000.0000000;1.0000000;10000.0000000;ID;ID;1;1;SLIDER
METHOD4;ALGORITHM4_4;FORMULA_4_4_2;Intermediate.TotalBandwidth;Total required bandwidth for all objects;Mbps;0.0000000;1000000.0000000;1.0000000;10000.0000000;IM;IM;1;1;SLIDER
METHOD4;ALGORITHM4_4;FORMULA_4_4_2;Intermediate.WestLon;Westernmost longitude of lattice or cell;radians;-180.0000000;180.0000000;0.0000001;43.5730000;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_2;Intermediate.EastLon;Easternmost longitude of lattice or cell;radians;-180.0000000;180.0000000;0.0000001;46.5120000;IM;IM;1;1;INPUT
METHOD4;ALGORITHM4_4;FORMULA_4_4_2;Intermediate.NorthLat;Northernmost latitude of lattice or cell;radians;-90.0000000;90.0000000;0.0000001;41.2609264;IM;IM;1;1;INPUT
