METHODOLOGY;ALGORITHM;FORMULA;PNAME;PDESC;UNIT;RSTART;REND;STEP;DVALUE;TYPE;TYPE2;SORTA;SORTM;CONT
METHOD3;ALGORITHM3_1;FORMULA_3_1_12;LANEquipment.CostOfSwitch;Cost of the selected access switch model;currency units per unit;10;500;1;321;ID;ID;20;20;
METHOD3;ALGORITHM3_1;FORMULA_3_1_12;Intermediate.NumberOfSwitches;The number of switches of the selected model ;units;1;1000;1;20;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_13;Intermediate.CostOfAllSwitchesPlus;Cost of purchasing switching equipment with ports backup;currency units;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_13;GeneralVariables.LaborCostNormsForSwitchInst;Labor cost norms for installation and commissioning of switches in the STC ;hours per unit;0.1;20;0.1;12.10;ID;ID;25;29;
METHOD3;ALGORITHM3_1;FORMULA_3_1_13;GeneralVariables.CostNormsForSwitchInst;Cost norms on installation work and commissioning of switches;currency unit per hour;1;20;1;8.3;ID;ID;26;30;
METHOD3;ALGORITHM3_1;FORMULA_3_1_13;Intermediate.NumberOfSwitches;The number of switches of the selected model;units;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_14;Intermediate.CostOfInstallationAllSwitches;Total cost of installation and commissioning of switches;currency units;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_14;Intermediate.CostOfInstallationAllTOs;Total cost of purchasing, installation and TOs commissioning;currency units;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_14;Intermediate.CostOfInstallationAllCable;Total cost of laying cables for LAN installation;currency units;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_14;GeneralVariables.DesignConstrCoeff;The coefficient for determining the cost of design work of the total cost of construction;coeff;0;1;0.01;0.05;ID;ID;27;35;
METHOD3;ALGORITHM3_1;FORMULA_3_1_15;Intermediate.CostOfInstallationAllSwitches;Total cost of installation and commissioning of switches;currency units;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_15;Intermediate.CostOfInstallationAllTOs;Total cost of purchasing, installation and TOs commissioning;currency units;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_15;Intermediate.CostOfInstallationAllCable;Total cost of laying cables for LAN installation;currency units;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_15;Intermediate.DesignCost;Design cost;currency units;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_16;Intermediate.AllCableLenForWiredLAN;Total cable length of the wired segment LAN;meters;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_16;GeneralVariables.AnnualLaborCostOfCableOperation;Annual labor cost of cable operation of wired segment;hours per meter per year;0;10;0.1;5;ID;ID;28;42;
METHOD3;ALGORITHM3_1;FORMULA_3_1_16;GeneralVariables.CostOfOneCableOperation;Cost of LAN cable operation ;currency units per hour;1;20;1;8.3;ID;ID;29;43;
METHOD3;ALGORITHM3_1;FORMULA_3_1_17;Intermediate.NumberOfSwitches;The number of switches of the selected model;units;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_17;GeneralVariables.AnnualLaborCostOfSwitchOperation;Annual labor cost of switch operation ;hours per unit per year;1;20;1;10;ID;ID;30;44;
METHOD3;ALGORITHM3_1;FORMULA_3_1_17;GeneralVariables.CostOfOneSwitchOperation;Cost of switch operation ;currency unit per hour;1;20;1;8.3;ID;ID;31;45;
METHOD3;ALGORITHM3_1;FORMULA_3_1_18;Intermediate.CostOfAllCableMaintenance;Cost of LAN cable maintenance;currency unit per year;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_18;Intermediate.CostOfAllSwitchesMaintenance;Cost of switches maintenance;currency unit per year;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_1;FORMULA_3_1_18;GeneralVariables.PeriodOfLANOperation;Supposed period of LAN operation;year;1;10;1;4;ID;IM;1;;
METHOD3;ALGORITHM3_2;ALL;;;;;;;;;;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_1;BuildingParameters.LengthOfClassroom;The average length of the classroom;meters;3;20;1;5;ID;IM;1;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_1;BuildingParameters.WidthOfClassroom;The average width of the classroom;meters;3;20;1;5;ID;IM;2;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_1;Intermediate.NumberOfClassrooms;Number of classrooms;classrooms;1;100;1;10;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_2;GeneralVariables.CoeffReserveOfEquipment;The coefficient of the necessary reserve of equipment installed directly in the training area;coeff;0;1;0.05;0.3;ID;ID;7;36;
METHOD3;ALGORITHM3_2;FORMULA_3_2_2;Intermediate.AreaOfAllClassRooms;The total area of classrooms in EI ;square meters;10;1000;10;100;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_2;WiFiEquipment.RadiusOfAP;The radius of the WIFI zone for a particular router in ideal conditions;meters;1;200;1;122.00;ID;ID;3;37;
METHOD3;ALGORITHM3_2;FORMULA_3_2_2;WiFiEquipment.AdapterReductionFactor;Adapter emission reduction factor due to the attenuation, associated with the number and type of barriers on the signal propagation path ;coeff;0;1;0.05;0.09;ID;ID;4;38;
METHOD3;ALGORITHM3_2;FORMULA_3_2_3;Intermediate.AvCableLenFromSTCToClassroom;Average length of a section of one cable from the STC to the point of entry of cables into the classroom;meters;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_3;Intermediate.NumberOfAP;The number of access points for the organization of WES;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_4;Intermediate.NumberOfAP;The number of access points for the organization of WES;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_4;GeneralVariables.BusyCoeff;Coefficient of occupied equipment ports to the total number of ports (other ports are redundant);coeff;1;2;1;1;ID;IM;5;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_4;LANEquipment.NumberOfPortsInSwitch;Number of ports in the switch;ports;8;128;8;24;ID;IM;6;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_5;Intermediate.NumberOfAP;The number of access points for the organization of WES;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_5;LANEquipment.CostOfCable;Cost of 1 m of cable required for installation in an educational institution;currency units per meter;0.1;10;0.1;0.1;ID;IM;8;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_5;Intermediate.AvCableLenFromSTCToClassroom;Average length of a section of one cable from the STC to the point of entry of cables into the classroom;meters;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_6;Intermediate.CostOfAllCablesToConnectAP;Cost of purchasing cables to connect WIFI access points;currency units;1;10000;1;500;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_6;GeneralVariables.LaborCostNormsForCableInst;Labor cost norms for the installation of LAN cables within the buildings of the educational complex (including termination);hours per meter;0.01;5;0.01;2.58;ID;IM;11;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_6;GeneralVariables.CostNormsForCableInst;Cost norms of installation work for laying LAN cables;currency unit per hour;1;100;1;5;ID;IM;12;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_6;Intermediate.NumberOfAP;The number of access points for the organization of WES;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_6;Intermediate.AvCableLenFromSTCToClassroom;Average length of a section of one cable from the STC to the point of entry of cables into the classroom;meters;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_7;WiFiEquipment.CostOfOneAP;Cost of one WIFI access point in an educational institution;currency unit;1;1000;1;165.00;ID;ID;9;21;
METHOD3;ALGORITHM3_2;FORMULA_3_2_7;Intermediate.NumberOfAP;The number of access points for the organization of WES;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_8;Intermediate.CostOfAllWiFiAP;Cost of purchasing WIFI access points for installation in classrooms;currency units;1;10000;1;250;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_8;GeneralVariables.LaborCostNormsForWiFiAPInst;Labor cost norms for WIFI access point installation and commissioning;hour per unit;0.5;20;0.5;12.10;ID;ID;13;31;
METHOD3;ALGORITHM3_2;FORMULA_3_2_8;GeneralVariables.CostNormsForWiFiAPInst;Cost norms on installation work and commissioning of WIFI access point;currency unit per hour;1;20;1;8.3;ID;ID;14;32;
METHOD3;ALGORITHM3_2;FORMULA_3_2_8;Intermediate.NumberOfAP;The number of access points for the organization of WES;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_9;LANEquipment.CostOfSwitch;Cost of the selected access switch model;currency units per unit;10;500;1;100;ID;IM;10;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_9;Intermediate.NumberOfSwitchesToConnectAllAP;Number of switches to connect WIFI AP of selected model;units;1;100;1;2;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_10;Intermediate.CostOfAllSwitchesToConnectAllAP;Total cost of purchasing of access switches for connecting APs with ports backups;currency units;1;10000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_10;GeneralVariables.LaborCostNormsForSwitchInst;Labor cost norms for installation and commissioning of switches in the STC ;hours per unit;0.1;10;0.1;3;ID;IM;15;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_10;GeneralVariables.CostNormsForSwitchInst;Cost norms on installation work and commissioning of switches;currency unit per hour;1;100;1;10;ID;IM;16;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_10;Intermediate.NumberOfSwitchesToConnectAllAP;Number of switches to connect WIFI AP of selected model;units;1;100;1;2;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_11;Intermediate.TotalCostOfSwitchesForAPInst;Total cost of installation and commissioning of access switches;currency units;1;10000;1;200;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_11;Intermediate.TotalCostOfPushAndInstaOfAP;Total cost of purchasing and installation of WIFI AP;currency units;1;10000;1;400;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_11;Intermediate.TotalCostOfLayingCablesForAP;Total cost of laying cables to connect WIFI access points;currency units;1;10000;1;400;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_11;GeneralVariables.DesignConstrCoeff;The coefficient for determining the cost of design work of the total cost of construction;coeff;1;100;1;5;ID;IM;17;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_12;Intermediate.TotalCostOfSwitchesForAPInst;Total cost of installation and commissioning of access switches;currency units;1;10000;1;200;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_12;Intermediate.TotalCostOfPushAndInstaOfAP;Total cost of purchasing and installation of WIFI AP;currency units;1;10000;1;400;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_12;Intermediate.TotalCostOfLayingCablesForAP;Total cost of laying cables to connect WIFI access points;currency units;1;10000;1;400;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_12;Intermediate.DesignCostWLAN;Design cost;currency units;1;10000;1;1000;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_13;Intermediate.TotalLenOfCablesToWiFi;Total length of LAN cables from STC to WIFI AP;meters;1;1000;1;300;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_13;GeneralVariables.AnnualLaborCostOfCableOperation;Annual labor cost of cable operation of wired segment;hours per meter per year;0.01;1;0.01;0.01;ID;IM;18;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_13;GeneralVariables.CostOfOneCableOperation;Cost of LAN cable operation ;currency units per hour;1;50;1;5;ID;IM;19;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_14;Intermediate.NumberOfSwitchesToConnectAllAP;Number of switches to connect WIFI AP of selected model;units;1;100;1;2;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_14;GeneralVariables.AnnualLaborCostOfSwitchOperation;Annual labor cost of switch operation ;hours per unit per year;1;20;1;10;ID;IM;20;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_14;GeneralVariables.CostOfOneSwitchOperation;Cost of switch operation ;currency unit per hour;1;50;1;10;ID;IM;21;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_15;Intermediate.NumberOfAP;The number of access points for the organization of WES;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_15;GeneralVariables.AnnualLaborCostOfAPOperation;Annual labor cost of WIFI access point operation;hours per unit per year;1;50;1;7.50;ID;ID;22;46;
METHOD3;ALGORITHM3_2;FORMULA_3_2_15;GeneralVariables.CostOfAPOperation;Cost of WIFI access point operation;currency unit per hour;1;20;1;8.3;ID;ID;23;47;
METHOD3;ALGORITHM3_2;FORMULA_3_2_16;Intermediate.AllCableMaintenanceCost;Cable maintenance cost in areas from STC to WIFI AP;currency units per year;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_16;Intermediate.AllSwitchesForAPsMaintenanceCost;Cost of access switches maintenance for APs connection;currency units per year;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_16;Intermediate.AllAPsMaintenanceCost;APs maintenance cost;currency units per year;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_2;FORMULA_3_2_16;GeneralVariables.PeriodOfLANOperation;Supposed period of LAN operation;year;1;10;1;4;ID;IM;1;;
METHOD3;ALGORITHM3_3;ALL;;;;;;;;;;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_1;GeneralVariables.CoeffReserveOfEquipment;The coefficient of the necessary reserve of equipment installed directly in the training area;coeff;0;1;0.05;0.1;ID;IM;6;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_1;BuildingParameters.Width;Total width of educational institution;meters;10.00;1000.00;1.00;100.00;ID;IM;2.00;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_1;BuildingParameters.Length;Total length of educational institution;meters;10;1000;1;100;ID;IM;3;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_1;Intermediate.AreaOfAllClassRooms;The total area of classrooms in EI ;square meters;10;1000;10;100;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_1;WiFiEquipment.RadiusOfHotSpot;The radius of the HOTSPOT for particular router in ideal conditions ;meters;1;200;1;122.00;ID;ID;4;39;
METHOD3;ALGORITHM3_3;FORMULA_3_3_1;WiFiEquipment.AdapterReductionFactor;Adapter emission reduction factor due to the attenuation, associated with the number and type of barriers on the signal propagation path ;coeff;0;1;0.05;0.1;ID;IM;5;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_2;Intermediate.AvCableLenFromSTCToClassroom;Average length of a section of one cable from the STC to the point of entry of cables into the classroom;meters;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_2;Intermediate.NumberOfHotSpots;Total number of routers for HOTSPOT;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_3;Intermediate.NumberOfHotSpots;Total number of routers for HOTSPOT;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_3;GeneralVariables.BusyCoeff;Coefficient of occupied equipment ports to the total number of ports (other ports are redundant);coeff;1;2;1;1;ID;IM;7;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_3;LANEquipment.NumberOfPortsInSwitch;Number of ports in the switch;ports;8;128;8;24;ID;IM;8;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_4;Intermediate.NumberOfHotSpots;Total number of routers for HOTSPOT;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_4;LANEquipment.CostOfCable;Cost of 1 m of cable required for installation in an educational institution;currency units per meter;0.1;10;0.1;0.1;ID;IM;9;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_4;Intermediate.AvCableLenFromSTCToClassroom;Average length of a section of one cable from the STC to the point of entry of cables into the classroom;meters;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_5;Intermediate.CostOfAllCablesToConnectHotSpots;Cost of purchasing cables to connect routers for HOTSPOT;currency units;1;10000;1;500;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_5;GeneralVariables.LaborCostNormsForCableInst;Labor cost norms for the installation of LAN cables within the buildings of the educational complex (including termination);hours per meter;0.01;5;0.01;2.58;ID;IM;12;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_5;GeneralVariables.CostNormsForCableInst;Cost norms of installation work for laying LAN cables;currency unit per hour;1;100;1;5;ID;IM;13;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_5;Intermediate.NumberOfHotSpots;Total number of routers for HOTSPOT;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_5;Intermediate.AvCableLenFromSTCToClassroom;Average length of a section of one cable from the STC to the point of entry of cables into the classroom;meters;1;1000;1;100;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_6;WiFiEquipment.CostOfOneHotSpotPouter;Cost of one HotSpot router in an educational institution;currency unit;1;300;1;120.00;ID;ID;10;22;
METHOD3;ALGORITHM3_3;FORMULA_3_3_6;Intermediate.NumberOfHotSpots;Total number of routers for HOTSPOT;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_7;Intermediate.CostOfAllHotSpots;Cost of purchasing all HotSpot routers ;currency units;1;10000;1;250;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_7;GeneralVariables.LaborCostNormsForHotSpotInst;Labor cost norms for HotSpot installation and commissioning;hour per unit;0.5;20;0.5;12.10;ID;ID;14;33;
METHOD3;ALGORITHM3_3;FORMULA_3_3_7;GeneralVariables.CostNormsForHotSpotInst;Cost norms on installation work and commissioning of HotSpot router;currency unit per hour;1;20;1;8.3;ID;ID;15;34;
METHOD3;ALGORITHM3_3;FORMULA_3_3_7;Intermediate.NumberOfHotSpots;Total number of routers for HOTSPOT;units;1;100;1;5;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_8;LANEquipment.CostOfSwitch;Cost of the selected access switch model;currency units per unit;10;500;1;100;ID;IM;11;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_8;Intermediate.NumberOfSwitchesToConnectAllHotSpots;Number of switches to connect HotSpot routers of selected model;units;1;100;1;2;IM;IM;;;
METHOD3;ALGORITHM3_3;FORMULA_3_3_9;Intermediate.CostOfAllSwitchesToConnectAllHotspots;Total cost of purchasing of access switches for connecting HotSpot routers with ports backups;currency units;1;10000;1;100;IM;IM;;;
